Customer ID,Referred a Friend,Number of Referrals,Offer,Contract,Tenure in Months,Quarter
0481-SUMCB,0,0,Offer B,One Year,45,Q3
7952-OBOYL,0,0,No offer,Month-to-Month,3,Q3
1163-VIPRI,1,4,Offer B,Two Year,65,Q3
7407-SUJIZ,0,0,Offer C,Month-to-Month,25,Q3
6693-DJWTY,0,0,No offer,One Year,35,Q3
5924-SNGKP,0,0,No offer,One Year,41,Q3
5016-IBERQ,1,1,No offer,Month-to-Month,23,Q3
0666-UXTJO,1,4,Offer C,Month-to-Month,34,Q3
2446-ZKVAF,1,5,No offer,Month-to-Month,18,Q3
5899-MQZZL,0,0,Offer D,Month-to-Month,13,Q3
1796-JANOW,0,0,Offer E,Month-to-Month,2,Q3
0082-LDZUE,0,0,Offer E,Month-to-Month,1,Q3
0734-OXWBT,0,0,Offer E,Month-to-Month,3,Q3
5301-GAUUY,0,0,Offer C,Month-to-Month,32,Q3
3097-PYWXL,1,1,No offer,Month-to-Month,4,Q3
5846-QFDFI,1,6,Offer C,Month-to-Month,33,Q3
4548-SDBKE,0,0,Offer E,Month-to-Month,5,Q3
8544-GOQSH,0,0,Offer D,Month-to-Month,14,Q3
4661-NJEUX,0,0,No offer,Month-to-Month,1,Q3
9360-OMDZZ,0,0,Offer C,Month-to-Month,24,Q3
3719-TDVQB,1,3,No offer,Two Year,54,Q3
5171-EPLKN,0,0,No offer,Two Year,27,Q3
0661-KQHNK,0,0,No offer,One Year,6,Q3
1254-IZEYF,0,0,No offer,Month-to-Month,31,Q3
6848-YLDFR,1,9,No offer,One Year,58,Q3
0322-CHQRU,0,0,No offer,Month-to-Month,2,Q3
6579-JPICP,0,0,No offer,Month-to-Month,1,Q3
4468-YDOVK,0,0,No offer,Month-to-Month,5,Q3
7625-XCQRH,0,0,No offer,Month-to-Month,11,Q3
9470-YFUYI,1,10,No offer,One Year,71,Q3
4808-YNLEU,1,1,Offer C,One Year,35,Q3
3694-DELSO,1,3,No offer,Month-to-Month,4,Q3
1024-VRZHF,1,1,Offer D,Month-to-Month,11,Q3
4232-JGKIY,0,0,No offer,Month-to-Month,1,Q3
6877-TJMBR,1,1,Offer E,Month-to-Month,1,Q3
1183-CANVH,1,5,Offer D,One Year,23,Q3
1784-EZDKJ,1,3,Offer B,One Year,51,Q3
8309-PPCED,1,1,No offer,Two Year,72,Q3
1051-EQPZR,1,1,No offer,Month-to-Month,44,Q3
0810-DHDBD,0,0,No offer,One Year,52,Q3
3655-SNQYZ,1,7,Offer A,Two Year,69,Q3
4332-MUOEZ,1,1,No offer,One Year,20,Q3
5389-FFVKB,1,1,No offer,Month-to-Month,32,Q3
7133-VBDCG,0,0,Offer C,Month-to-Month,25,Q3
7841-TZDMQ,0,0,No offer,Month-to-Month,2,Q3
5960-WPXQM,0,0,No offer,Month-to-Month,1,Q3
1227-UDMZR,1,4,No offer,Two Year,72,Q3
3970-XGJDU,0,0,No offer,Two Year,62,Q3
4231-LZUYM,1,4,No offer,Two Year,72,Q3
5886-VLQVU,0,0,No offer,Month-to-Month,35,Q3
3733-LSYCE,1,6,No offer,Month-to-Month,15,Q3
7767-UXAGJ,0,0,No offer,Month-to-Month,1,Q3
6917-IAYHD,0,0,Offer E,Month-to-Month,1,Q3
3280-MRDOF,0,0,No offer,Two Year,30,Q3
6457-USBER,0,0,No offer,Month-to-Month,1,Q3
9357-UJRUN,1,5,No offer,One Year,24,Q3
9572-MTILT,1,7,No offer,Month-to-Month,59,Q3
7450-NWRTR,0,0,No offer,Month-to-Month,12,Q3
4283-IVYCI,0,0,Offer E,Month-to-Month,9,Q3
2867-UIMSS,0,0,No offer,Month-to-Month,1,Q3
7803-XOCCZ,1,1,Offer B,Month-to-Month,52,Q3
7615-ESMYF,1,1,No offer,Month-to-Month,2,Q3
6614-VBEGU,1,8,Offer C,Month-to-Month,24,Q3
4718-WXBGI,1,1,Offer A,Two Year,72,Q3
3108-PCCGG,1,3,Offer A,Two Year,72,Q3
9057-SIHCH,0,0,Offer E,Month-to-Month,3,Q3
3752-CQSJI,1,1,Offer D,Month-to-Month,13,Q3
0354-VXMJC,1,10,No offer,Two Year,23,Q3
9800-ONTFE,1,3,Offer D,Month-to-Month,22,Q3
3665-JATSN,0,0,No offer,Month-to-Month,19,Q3
2067-QYTCF,1,4,No offer,Month-to-Month,64,Q3
8563-IIOXK,1,4,Offer E,One Year,7,Q3
3212-KXOCR,0,0,No offer,Two Year,52,Q3
0637-YLETY,0,0,Offer D,Month-to-Month,16,Q3
3957-LXOLK,0,0,Offer C,Month-to-Month,28,Q3
1116-DXXDF,0,0,No offer,Two Year,39,Q3
5795-BKOYE,1,5,Offer A,One Year,69,Q3
1536-HBSWP,0,0,No offer,Month-to-Month,1,Q3
5360-LJCNJ,1,4,No offer,Two Year,71,Q3
9541-ZPSEA,1,8,Offer A,Two Year,68,Q3
7209-JCUDS,0,0,Offer D,Month-to-Month,10,Q3
2150-WLKUW,1,4,Offer B,One Year,40,Q3
2753-JMMCV,0,0,Offer B,Two Year,65,Q3
7674-YTAFD,0,0,Offer C,One Year,33,Q3
9824-BEMCV,1,1,Offer D,Month-to-Month,17,Q3
2364-UFROM,0,0,No offer,One Year,30,Q3
5345-BMKWB,1,9,No offer,Month-to-Month,8,Q3
3192-NQECA,1,4,Offer A,Two Year,68,Q3
2081-KJSQF,0,0,No offer,Month-to-Month,1,Q3
2439-LYPMQ,1,7,Offer C,Two Year,38,Q3
6250-CGGUN,0,0,Offer B,One Year,54,Q3
9084-OAYKL,0,0,Offer B,Two Year,58,Q3
6124-ACRHJ,0,0,No offer,Month-to-Month,1,Q3
5915-ANOEI,1,1,No offer,Two Year,70,Q3
3726-TBHQT,0,0,No offer,Two Year,71,Q3
6942-LBFDP,0,0,No offer,Month-to-Month,2,Q3
8812-ZRHFP,0,0,Offer C,One Year,30,Q3
3138-BKYAV,0,0,No offer,Month-to-Month,6,Q3
6762-NSODU,1,9,No offer,Two Year,46,Q3
4211-MMAZN,0,0,Offer E,Month-to-Month,1,Q3
0308-IVGOK,0,0,No offer,One Year,11,Q3
1304-BCCFO,1,2,No offer,Month-to-Month,9,Q3
0788-DXBFY,1,3,Offer B,One Year,58,Q3
7248-VZQLC,0,0,No offer,Month-to-Month,47,Q3
7623-TRNQN,0,0,No offer,Month-to-Month,1,Q3
8563-OYMQY,0,0,Offer D,Month-to-Month,17,Q3
3400-ESFUW,1,1,Offer B,Two Year,55,Q3
0748-RDGGM,1,1,No offer,One Year,70,Q3
6416-JNVRK,0,0,Offer B,One Year,46,Q3
8727-XDPUD,0,0,No offer,Two Year,37,Q3
6821-BUXUX,0,0,Offer D,Month-to-Month,13,Q3
8280-MQRQN,0,0,Offer E,Month-to-Month,1,Q3
7267-FRMJW,1,1,Offer C,Two Year,25,Q3
6894-LFHLY,0,0,No offer,Month-to-Month,1,Q3
1106-HRLKZ,1,9,Offer B,Two Year,40,Q3
8290-YWKHZ,1,1,No offer,Month-to-Month,32,Q3
3930-ZGWVE,0,0,No offer,Month-to-Month,1,Q3
7089-XXAYG,1,10,No offer,One Year,25,Q3
4640-UHDOS,1,3,Offer D,Month-to-Month,13,Q3
1346-UFHAX,0,0,Offer D,Month-to-Month,13,Q3
6437-UDQJM,1,5,No offer,Two Year,72,Q3
2115-BFTIW,0,0,No offer,Month-to-Month,25,Q3
1494-EJZDW,1,1,No offer,Two Year,10,Q3
1766-GKNMI,0,0,No offer,Month-to-Month,29,Q3
8755-IWJHN,1,5,No offer,Two Year,69,Q3
8961-QDZZJ,1,3,Offer B,One Year,57,Q3
2636-OHFMN,1,4,No offer,Month-to-Month,4,Q3
3955-JBZZM,0,0,Offer D,Month-to-Month,20,Q3
9158-VCTQB,1,1,No offer,Month-to-Month,41,Q3
6719-OXYBR,0,0,No offer,Month-to-Month,15,Q3
1837-YQUCE,0,0,Offer A,Two Year,70,Q3
1328-EUZHC,1,4,No offer,Two Year,18,Q3
3398-FSHON,0,0,No offer,Month-to-Month,12,Q3
3714-JTVOV,1,1,Offer B,Month-to-Month,42,Q3
9927-DSWDF,1,1,Offer D,Month-to-Month,22,Q3
2754-XBHTB,0,0,No offer,Month-to-Month,9,Q3
5248-YGIJN,1,9,No offer,Two Year,72,Q3
3298-QEICA,1,10,No offer,Two Year,23,Q3
0234-TEVTT,1,3,No offer,One Year,48,Q3
6581-NQCBA,1,1,Offer D,Month-to-Month,16,Q3
3717-FDJFU,0,0,Offer E,Two Year,5,Q3
9050-QLROH,0,0,No offer,Month-to-Month,18,Q3
7153-OANIO,0,0,Offer E,Month-to-Month,1,Q3
1960-UYCNN,0,0,No offer,Month-to-Month,10,Q3
4694-PHWFW,0,0,No offer,Month-to-Month,8,Q3
6651-AZVTJ,1,1,No offer,Month-to-Month,49,Q3
4846-WHAFZ,1,1,Offer C,Month-to-Month,37,Q3
1498-DQNRX,0,0,No offer,Month-to-Month,29,Q3
3926-YZVVX,0,0,No offer,One Year,41,Q3
4324-AHJKS,0,0,No offer,Month-to-Month,5,Q3
1447-GIQMR,1,1,No offer,Month-to-Month,1,Q3
9873-MNDKV,0,0,Offer D,Month-to-Month,11,Q3
2316-ESMLS,1,7,No offer,One Year,12,Q3
2580-ASVVY,1,1,No offer,Two Year,37,Q3
5760-WRAHC,0,0,Offer D,One Year,22,Q3
4065-JJAVA,0,0,No offer,Month-to-Month,1,Q3
1156-ZFYDO,0,0,No offer,Month-to-Month,1,Q3
3034-ZBEQN,1,1,No offer,One Year,48,Q3
3050-RLLXC,1,10,Offer B,Two Year,56,Q3
7240-FQLHE,1,1,No offer,Month-to-Month,18,Q3
7831-QGOXH,0,0,No offer,Month-to-Month,18,Q3
2538-OIMXF,0,0,Offer E,Month-to-Month,1,Q3
4957-SREEC,1,2,Offer A,Two Year,70,Q3
1047-RNXZV,0,0,No offer,Two Year,43,Q3
6180-YBIQI,0,0,Offer E,Month-to-Month,5,Q3
5294-CDGWY,1,1,No offer,One Year,51,Q3
5057-LCOUI,0,0,Offer C,Month-to-Month,39,Q3
7976-CICYS,0,0,No offer,Month-to-Month,4,Q3
8267-KFGYD,0,0,No offer,Month-to-Month,1,Q3
7721-DVEKZ,0,0,Offer E,Month-to-Month,1,Q3
7426-RHZGU,0,0,No offer,Month-to-Month,9,Q3
2330-PQGDQ,1,6,No offer,One Year,51,Q3
0052-YNYOT,0,0,No offer,One Year,67,Q3
1965-DDBWU,0,0,No offer,Month-to-Month,16,Q3
7463-IFMQU,1,1,No offer,Two Year,72,Q3
8097-VBQTZ,0,0,Offer B,Month-to-Month,54,Q3
3992-YWPKO,0,0,Offer E,Month-to-Month,6,Q3
9574-BOSMD,1,10,No offer,Two Year,68,Q3
8292-ITGYJ,1,7,Offer B,Two Year,45,Q3
0412-UCCNP,0,0,No offer,Two Year,55,Q3
4641-FROLU,1,8,Offer C,Two Year,30,Q3
1088-CNNKB,1,9,No offer,One Year,63,Q3
5383-MMTWC,1,1,No offer,Month-to-Month,8,Q3
8086-OVPWV,0,0,No offer,Month-to-Month,2,Q3
1098-TDVUQ,0,0,Offer E,Month-to-Month,1,Q3
5027-QPKTE,1,1,Offer E,Month-to-Month,7,Q3
4546-FOKWR,0,0,No offer,Month-to-Month,16,Q3
9750-BOOHV,0,0,Offer C,One Year,32,Q3
7927-AUXBZ,0,0,Offer C,Month-to-Month,30,Q3
5811-IWXYM,1,1,Offer B,One Year,52,Q3
8605-ITULD,0,0,No offer,Month-to-Month,1,Q3
9432-RUVSL,0,0,Offer B,Two Year,48,Q3
5451-MHQOF,1,7,No offer,One Year,56,Q3
0420-HLGXF,0,0,No offer,Two Year,39,Q3
3580-GICBM,1,7,No offer,Two Year,61,Q3
8034-RYTVV,0,0,No offer,One Year,55,Q3
0230-UBYPQ,1,2,Offer B,One Year,63,Q3
9540-JYROE,0,0,No offer,Month-to-Month,8,Q3
6776-TLWOI,0,0,Offer E,Month-to-Month,3,Q3
3130-ICDUP,0,0,No offer,Month-to-Month,2,Q3
0970-ETWGE,0,0,Offer E,Month-to-Month,1,Q3
8017-UVSZU,1,5,No offer,Month-to-Month,40,Q3
4188-FRABG,1,4,No offer,Month-to-Month,57,Q3
2929-ERCFZ,1,1,Offer E,Month-to-Month,8,Q3
5108-ADXWO,0,0,No offer,Month-to-Month,11,Q3
8035-BUYVG,1,1,Offer B,One Year,40,Q3
0784-GTUUK,1,6,No offer,One Year,62,Q3
6518-LGAOV,1,1,No offer,Month-to-Month,38,Q3
8663-UPDGF,0,0,Offer C,Month-to-Month,26,Q3
4847-TAJYI,0,0,Offer E,One Year,6,Q3
8714-EUHJO,1,1,No offer,Month-to-Month,31,Q3
4710-FDUIZ,1,2,No offer,One Year,56,Q3
0617-FHSGK,0,0,No offer,Month-to-Month,49,Q3
4826-TZEVA,0,0,Offer B,Month-to-Month,40,Q3
6656-JWRQX,0,0,No offer,Month-to-Month,1,Q3
8178-EYZUO,0,0,No offer,Month-to-Month,46,Q3
0825-CPPQH,1,2,No offer,Two Year,71,Q3
8606-OEGQZ,0,0,Offer D,Two Year,18,Q3
2013-SGDXK,0,0,No offer,Month-to-Month,1,Q3
6439-GTPCA,0,0,No offer,Month-to-Month,45,Q3
5298-GSTLM,0,0,Offer B,One Year,60,Q3
2828-SLQPF,0,0,No offer,Month-to-Month,19,Q3
7404-JLKQG,0,0,No offer,Month-to-Month,3,Q3
3870-SPZSI,1,4,Offer A,Two Year,70,Q3
7470-DYNOE,0,0,Offer B,One Year,53,Q3
6754-LZUKA,1,1,No offer,Two Year,61,Q3
7396-VJUZB,1,8,Offer E,Month-to-Month,4,Q3
1657-DYMBM,1,8,Offer B,Two Year,53,Q3
2800-VEQXM,0,0,No offer,Month-to-Month,3,Q3
1555-DJEQW,1,1,Offer A,Two Year,70,Q3
8051-HJRLT,0,0,Offer E,Month-to-Month,1,Q3
3244-DCJWY,0,0,Offer E,Month-to-Month,1,Q3
0623-GDISB,0,0,No offer,Month-to-Month,1,Q3
5201-FRKKS,0,0,Offer C,Month-to-Month,25,Q3
7730-IUTDZ,0,0,No offer,Month-to-Month,43,Q3
1814-DKOLC,0,0,No offer,Month-to-Month,5,Q3
1792-UXAFY,0,0,Offer D,Month-to-Month,17,Q3
5063-IUOKK,0,0,Offer D,Two Year,13,Q3
0567-GGCAC,0,0,No offer,Month-to-Month,7,Q3
3372-CDXFJ,1,8,No offer,One Year,13,Q3
6538-POCHL,0,0,Offer C,Month-to-Month,33,Q3
7964-YESJC,1,6,No offer,Month-to-Month,24,Q3
7410-OIEDU,0,0,No offer,Month-to-Month,10,Q3
9314-IJWSQ,1,1,Offer D,Month-to-Month,14,Q3
0848-SOMKO,0,0,No offer,Two Year,70,Q3
9495-SKLKD,1,1,No offer,Month-to-Month,45,Q3
9555-SAHUZ,1,5,No offer,Month-to-Month,38,Q3
8857-CUPFQ,1,9,Offer B,Two Year,63,Q3
2410-CIYFZ,0,0,No offer,Month-to-Month,2,Q3
5472-CVMDX,0,0,No offer,Two Year,68,Q3
2977-CEBSX,0,0,No offer,Two Year,66,Q3
6013-BHCAW,1,1,No offer,Two Year,61,Q3
8739-XNIKG,0,0,No offer,Month-to-Month,5,Q3
4647-MUZON,1,9,Offer D,Month-to-Month,18,Q3
6288-CHQJB,1,3,Offer B,Two Year,54,Q3
4307-KTUMW,1,1,Offer B,Month-to-Month,53,Q3
4572-DVCGN,0,0,No offer,Month-to-Month,10,Q3
0533-BNWKF,1,2,Offer B,Month-to-Month,55,Q3
0702-PGIBZ,0,0,Offer E,Month-to-Month,4,Q3
6645-MXQJT,1,10,Offer E,Month-to-Month,2,Q3
1544-JJMYL,0,0,No offer,One Year,27,Q3
0308-GIQJT,0,0,No offer,One Year,71,Q3
1535-VTJOQ,0,0,No offer,Two Year,24,Q3
5539-HIVAK,1,8,No offer,Month-to-Month,28,Q3
7707-PYBBH,0,0,No offer,Month-to-Month,40,Q3
7876-BEUTG,0,0,Offer D,Month-to-Month,15,Q3
5781-BKHOP,1,10,Offer A,Two Year,72,Q3
5067-XJQFU,1,3,No offer,One Year,66,Q3
4146-SVFUD,0,0,No offer,Month-to-Month,1,Q3
7349-ALMUX,0,0,No offer,Two Year,37,Q3
1196-AMORA,0,0,No offer,Month-to-Month,7,Q3
3451-VAWLI,1,5,No offer,Two Year,35,Q3
3533-UVMOM,1,4,No offer,Two Year,68,Q3
4660-IRIBM,1,1,Offer D,Month-to-Month,18,Q3
1574-DYCWE,1,10,Offer B,Two Year,51,Q3
4587-NUKOX,0,0,Offer E,Month-to-Month,3,Q3
2240-HSJQD,0,0,No offer,Month-to-Month,38,Q3
4983-CCWMC,0,0,No offer,Month-to-Month,3,Q3
9309-BZGNT,1,7,No offer,One Year,69,Q3
3733-ZEECP,1,3,No offer,Month-to-Month,22,Q3
2621-UDNLU,1,9,No offer,Month-to-Month,3,Q3
0617-AQNWT,1,5,No offer,Two Year,64,Q3
4737-HOBAX,1,5,No offer,Two Year,63,Q3
3279-DYZQM,1,6,No offer,Two Year,71,Q3
1767-TGTKO,0,0,Offer E,Month-to-Month,8,Q3
5813-UECBU,0,0,No offer,Month-to-Month,33,Q3
0549-CYCQN,0,0,No offer,One Year,51,Q3
9036-CSKBW,0,0,No offer,One Year,51,Q3
3774-VBNXY,1,1,No offer,Two Year,64,Q3
0224-NIJLP,1,1,Offer E,Two Year,8,Q3
5373-SFODM,1,1,No offer,Month-to-Month,36,Q3
3320-VEOYC,0,0,No offer,Month-to-Month,14,Q3
9518-XXBXE,1,7,No offer,Two Year,10,Q3
0924-BJCRC,1,6,Offer B,Two Year,60,Q3
4742-TXUEX,1,1,No offer,Two Year,47,Q3
1038-RQOST,1,6,Offer D,Month-to-Month,19,Q3
5743-KHMNA,0,0,No offer,Two Year,71,Q3
9117-SHLZX,0,0,No offer,Month-to-Month,1,Q3
7279-NMVJC,0,0,No offer,One Year,17,Q3
0201-MIBOL,0,0,No offer,Two Year,66,Q3
8441-SHIPE,0,0,No offer,Two Year,67,Q3
2257-BOVXD,1,3,No offer,Month-to-Month,14,Q3
5061-PBXFW,1,3,No offer,Month-to-Month,32,Q3
7055-HNEOJ,1,2,Offer E,Month-to-Month,3,Q3
2277-DJJDL,1,5,Offer B,Two Year,60,Q3
6233-HXJMX,0,0,Offer B,Month-to-Month,45,Q3
9378-FXTIZ,1,1,No offer,One Year,54,Q3
2968-SSGAA,0,0,No offer,Month-to-Month,10,Q3
7109-MFBYV,0,0,Offer C,Month-to-Month,26,Q3
5028-HTLJB,0,0,Offer E,Month-to-Month,1,Q3
7916-VCCPB,1,6,Offer D,Month-to-Month,16,Q3
9779-DPNEJ,1,5,Offer D,Month-to-Month,22,Q3
2592-HODOV,0,0,Offer D,One Year,13,Q3
8207-DMRVL,1,1,No offer,Two Year,72,Q3
1930-WNXSB,1,1,No offer,Month-to-Month,58,Q3
2378-YIZKA,1,7,No offer,Two Year,68,Q3
1555-HAPSU,1,1,Offer A,Two Year,71,Q3
1582-RAFML,0,0,Offer E,Month-to-Month,1,Q3
1777-JYQPJ,0,0,Offer E,Month-to-Month,2,Q3
2171-UDMFD,1,5,Offer C,Month-to-Month,32,Q3
4450-DLLMH,0,0,Offer E,Month-to-Month,2,Q3
2955-BJZHG,1,1,No offer,Month-to-Month,17,Q3
0822-GAVAP,0,0,Offer E,Month-to-Month,2,Q3
7636-OWBPG,0,0,No offer,Two Year,12,Q3
3519-ZKXGG,1,1,Offer E,Month-to-Month,3,Q3
6727-IOTLZ,1,3,Offer D,Two Year,14,Q3
8562-GHPPI,0,0,No offer,Month-to-Month,1,Q3
0953-LGOVU,1,7,Offer D,Month-to-Month,12,Q3
8058-INTPH,0,0,No offer,Month-to-Month,1,Q3
0529-ONKER,0,0,Offer D,Month-to-Month,15,Q3
6050-FFXES,1,3,No offer,Two Year,69,Q3
6741-EGCBI,0,0,No offer,Two Year,30,Q3
8800-ZKRFW,1,9,No offer,Month-to-Month,30,Q3
2176-OSJUV,1,2,Offer A,Two Year,71,Q3
6164-HXUGH,1,1,Offer E,Month-to-Month,6,Q3
6705-LXORM,1,1,Offer E,One Year,5,Q3
5859-HZYLF,1,9,No offer,Two Year,26,Q3
3766-EJLFL,1,1,No offer,Two Year,68,Q3
3858-XHYJO,1,5,Offer B,One Year,40,Q3
7008-LZVOZ,1,5,No offer,Two Year,66,Q3
7521-YXVZY,0,0,Offer E,Month-to-Month,3,Q3
9681-OXGVC,0,0,No offer,Month-to-Month,5,Q3
4282-ACRXS,1,2,Offer C,Month-to-Month,38,Q3
2851-STERV,0,0,No offer,One Year,35,Q3
4489-SNOJF,1,1,No offer,Month-to-Month,35,Q3
4203-QGNZA,0,0,No offer,Month-to-Month,28,Q3
8150-QUDFX,0,0,Offer E,Month-to-Month,2,Q3
0419-YAAPX,1,1,Offer B,Month-to-Month,49,Q3
8388-DMKAE,0,0,Offer E,Two Year,8,Q3
2824-MYYBN,0,0,No offer,Month-to-Month,37,Q3
5565-FILXA,0,0,No offer,Month-to-Month,16,Q3
0093-XWZFY,0,0,No offer,Month-to-Month,40,Q3
4369-HTUIF,0,0,Offer E,Month-to-Month,6,Q3
8806-EAGWC,0,0,Offer E,Month-to-Month,3,Q3
6651-RLGGM,1,2,Offer A,Two Year,67,Q3
5117-IFGPS,1,7,Offer C,Two Year,29,Q3
0017-IUDMW,1,2,No offer,Two Year,72,Q3
3977-QCRSL,0,0,Offer E,Month-to-Month,5,Q3
5583-SXDAG,1,1,Offer E,Month-to-Month,1,Q3
3096-YXENJ,1,1,No offer,Two Year,65,Q3
5066-GFJMM,1,4,Offer E,Month-to-Month,3,Q3
8096-LOIST,0,0,Offer D,Month-to-Month,19,Q3
2372-HWUHI,0,0,Offer E,Month-to-Month,2,Q3
5049-GLYVG,0,0,Offer E,Month-to-Month,1,Q3
8807-OPMBM,1,1,Offer B,Two Year,55,Q3
1073-XXCZD,1,1,No offer,Two Year,55,Q3
9039-RBEEE,0,0,No offer,Month-to-Month,39,Q3
6134-KWTBV,0,0,No offer,Two Year,62,Q3
0670-KDOMA,0,0,Offer E,Month-to-Month,1,Q3
3439-GVUSX,0,0,No offer,Month-to-Month,1,Q3
9944-AEXBM,0,0,No offer,Month-to-Month,32,Q3
6506-EYCNH,1,9,No offer,Month-to-Month,28,Q3
1852-XEMDW,0,0,Offer D,Month-to-Month,22,Q3
5671-RQRLP,1,4,Offer A,Two Year,70,Q3
2845-KDHVX,1,9,No offer,Two Year,64,Q3
4290-BSXUX,1,1,No offer,Month-to-Month,3,Q3
5499-ECUTN,1,1,No offer,One Year,47,Q3
5816-JMLGY,1,4,No offer,Two Year,70,Q3
4652-ODEVH,1,10,No offer,Two Year,45,Q3
5590-YRFJT,1,1,No offer,Month-to-Month,20,Q3
1346-PJWTK,1,1,No offer,Month-to-Month,61,Q3
4361-FEBGN,0,0,No offer,Two Year,48,Q3
7951-VRDVK,0,0,No offer,One Year,36,Q3
1670-SVOWZ,1,1,Offer D,Month-to-Month,14,Q3
8212-DJRCH,1,1,No offer,Month-to-Month,5,Q3
2160-GPFXD,1,1,Offer B,Two Year,54,Q3
5480-HPRRX,0,0,No offer,Month-to-Month,3,Q3
1832-PEUTS,1,4,Offer B,Two Year,62,Q3
8161-QYMTT,0,0,No offer,Month-to-Month,7,Q3
6961-VCPMC,1,1,Offer B,Month-to-Month,46,Q3
3550-SAHFP,0,0,No offer,Month-to-Month,33,Q3
2911-UREFD,1,3,No offer,Month-to-Month,39,Q3
3096-JRDSO,1,5,Offer C,Month-to-Month,27,Q3
6103-BOCOU,0,0,Offer C,Month-to-Month,26,Q3
8263-OKETD,0,0,No offer,Month-to-Month,20,Q3
8182-BJDSI,0,0,Offer C,Month-to-Month,28,Q3
9512-PHSMG,1,2,No offer,Month-to-Month,10,Q3
9351-LZYGF,1,4,No offer,Month-to-Month,42,Q3
0237-YFUTL,1,4,Offer B,Month-to-Month,50,Q3
8414-MYSHR,0,0,No offer,Month-to-Month,5,Q3
1813-JLKWR,1,7,No offer,One Year,64,Q3
9474-PHLYD,0,0,Offer D,Month-to-Month,15,Q3
6652-YFFJO,0,0,Offer D,Month-to-Month,11,Q3
5762-TJXGK,0,0,Offer B,Two Year,52,Q3
6725-TPKJO,0,0,No offer,Two Year,44,Q3
2651-ZCBXV,0,0,Offer B,Two Year,54,Q3
3737-GCSPV,1,5,No offer,Month-to-Month,11,Q3
5498-IBWPI,1,1,Offer A,One Year,66,Q3
7814-LEEVE,1,7,No offer,Month-to-Month,1,Q3
2710-WYVXG,0,0,No offer,Two Year,3,Q3
3865-ZYKAD,1,7,No offer,Month-to-Month,69,Q3
8760-ZRHKE,1,7,No offer,One Year,71,Q3
4130-MZLCC,0,0,No offer,Month-to-Month,5,Q3
7245-NIIWQ,0,0,Offer E,Month-to-Month,3,Q3
6358-LYNGM,0,0,Offer E,Month-to-Month,1,Q3
3946-JEWRQ,1,1,No offer,One Year,47,Q3
5995-WWKKG,0,0,Offer C,One Year,37,Q3
0533-UCAAU,1,2,No offer,One Year,57,Q3
3039-MJSLN,0,0,No offer,Month-to-Month,3,Q3
3211-AAPKX,0,0,No offer,Month-to-Month,20,Q3
3761-FLYZI,1,4,No offer,Two Year,65,Q3
8774-GSBUN,1,8,No offer,Two Year,72,Q3
3458-IDMFK,0,0,Offer C,Two Year,25,Q3
1618-CFHME,0,0,No offer,Month-to-Month,2,Q3
1696-MZVAU,1,8,No offer,One Year,39,Q3
8132-YPVBX,0,0,No offer,Month-to-Month,6,Q3
5168-MSWXT,1,4,No offer,Month-to-Month,8,Q3
6711-FLDFB,0,0,Offer E,Month-to-Month,7,Q3
8374-XGEJJ,1,8,Offer B,Month-to-Month,43,Q3
9839-ETQOE,0,0,No offer,Month-to-Month,43,Q3
8017-LXHFA,0,0,Offer D,Month-to-Month,23,Q3
7729-JTEEC,1,2,No offer,Month-to-Month,2,Q3
3295-YVUSR,0,0,No offer,Month-to-Month,2,Q3
3776-EKTKM,0,0,No offer,Month-to-Month,1,Q3
1113-IUJYX,1,3,No offer,One Year,14,Q3
0895-LMRSF,0,0,No offer,One Year,23,Q3
6609-MXJHJ,1,6,Offer C,Two Year,30,Q3
7881-INRLC,0,0,Offer B,Month-to-Month,45,Q3
1442-OKRJE,1,7,No offer,One Year,66,Q3
6848-HJTXY,1,8,Offer B,Two Year,64,Q3
4277-UDIEF,1,3,Offer C,Month-to-Month,24,Q3
4818-DRBQT,1,1,Offer C,Month-to-Month,29,Q3
9553-DLCLU,0,0,No offer,Two Year,13,Q3
7530-HDYDS,0,0,No offer,Month-to-Month,38,Q3
5176-LDKUH,0,0,No offer,One Year,48,Q3
8266-VBFQL,0,0,No offer,Month-to-Month,4,Q3
5206-XZZQI,0,0,Offer B,Month-to-Month,53,Q3
1212-GLHMD,0,0,Offer E,Month-to-Month,3,Q3
0178-SZBHO,1,7,No offer,Month-to-Month,47,Q3
3481-JHUZH,1,10,Offer B,Month-to-Month,41,Q3
1872-EBWSC,0,0,No offer,One Year,29,Q3
0439-IFYUN,0,0,Offer D,Month-to-Month,18,Q3
1834-WULEG,1,5,Offer C,One Year,24,Q3
9248-OJYKK,0,0,No offer,Month-to-Month,1,Q3
1474-JUWSM,1,8,No offer,One Year,58,Q3
6583-KQJLK,1,5,Offer D,Two Year,15,Q3
0254-FNMCI,0,0,No offer,Two Year,72,Q3
7908-QCBCA,1,1,Offer E,Month-to-Month,1,Q3
1169-WCVAK,1,1,Offer D,Month-to-Month,19,Q3
9948-YPTDG,1,1,No offer,Month-to-Month,38,Q3
1092-WPIVQ,1,2,Offer D,Two Year,18,Q3
6351-SCJKT,0,0,No offer,Month-to-Month,3,Q3
5198-HQAEN,1,5,Offer C,One Year,35,Q3
4237-RLAQD,0,0,Offer E,Month-to-Month,1,Q3
